1,10,deterministic,0.1,0.7
1,10,deterministic,0.2,0.8
1,10,deterministic,0.3,0.7
1,10,deterministic,0.4,0.7
1,10,deterministic,0.5,0.6
1,10,deterministic,0.6,0.8
1,10,deterministic,0.7,0.7
1,10,deterministic,0.8,0.8
1,10,deterministic,0.9,0.8
2,10,deterministic,0.1,1.6
2,10,deterministic,0.2,1.8
2,10,deterministic,0.3,1.7
2,10,deterministic,0.4,1.8
2,10,deterministic,0.5,1.6
2,10,deterministic,0.6,1.7
2,10,deterministic,0.7,1.9
2,10,deterministic,0.8,1.9
2,10,deterministic,0.9,1.6
3,10,deterministic,0.1,2.7
3,10,deterministic,0.2,2.6
3,10,deterministic,0.3,2.8
3,10,deterministic,0.4,3.0
3,10,deterministic,0.5,3.0
3,10,deterministic,0.6,2.7
3,10,deterministic,0.7,2.6
3,10,deterministic,0.8,2.9
3,10,deterministic,0.9,2.6
10,10,deterministic,0.1,9.7
10,10,deterministic,0.2,9.9
10,10,deterministic,0.3,9.7
10,10,deterministic,0.4,9.4
10,10,deterministic,0.5,9.6
10,10,deterministic,0.6,9.8
10,10,deterministic,0.7,9.8
10,10,deterministic,0.8,9.7
10,10,deterministic,0.9,9.8
20,10,deterministic,0.1,19.7
20,10,deterministic,0.2,19.5
20,10,deterministic,0.3,19.7
20,10,deterministic,0.4,19.6
20,10,deterministic,0.5,19.6
20,10,deterministic,0.6,19.6
20,10,deterministic,0.7,19.8
20,10,deterministic,0.8,19.7
20,10,deterministic,0.9,20.0
30,10,deterministic,0.1,29.6
30,10,deterministic,0.2,29.8
30,10,deterministic,0.3,29.4
30,10,deterministic,0.4,29.6
30,10,deterministic,0.5,29.6
30,10,deterministic,0.6,29.6
30,10,deterministic,0.7,29.7
30,10,deterministic,0.8,29.7
30,10,deterministic,0.9,29.9
